yaw,pitch,roll,fl_contact, fr_contact, rl_contact, rr_contact,t
0.04340866666666665,-0.7872203333333333,0.027244333333333332,7.653176333333334,7.911129666666667,8.149583,8.191736333333333,0.0
0.060080999999999975,-0.7677626666666667,0.026265333333333335,7.503250333333333,7.953231333333335,8.307152333333335,8.101196999999999,0.006
0.06544766666666672,-0.7536780000000002,0.024914333333333333,7.695335666666668,7.188346,6.268076,8.656889,0.012
0.06567133333333341,-0.7410483333333332,0.024897666666666665,7.783566,7.064838666666667,6.654608,8.536935333333334,0.018000000000000002
0.071515,-0.7468196666666667,0.02666333333333333,7.787830333333333,6.713079666666666,8.054480666666668,8.120827333333333,0.024
0.09128133333333333,-0.7411150000000001,0.022081333333333338,7.834255333333334,6.472212666666667,9.278720666666667,7.781368666666666,0.03
0.12156699999999998,-0.7277056666666667,0.002323333333333335,7.840243666666667,6.604054333333333,10.150561999999999,7.350034999999999,0.036000000000000004
0.14476166666666668,-0.7035186666666666,-0.025680333333333333,8.201756666666666,7.029354666666667,7.592928,8.479925666666666,0.042
0.16721033333333332,-0.6801753333333332,-0.03355566666666667,8.235902666666666,6.833431666666666,5.573190666666666,8.961631666666667,0.048
0.19583666666666666,-0.667755,-0.025447333333333336,7.136637666666668,7.605730666666667,6.841895999999999,7.687052333333334,0.054
0.26436133333333334,-0.6518303333333333,0.03264533333333333,6.946967000000001,6.400759666666666,6.253261666666666,7.449598666666667,0.06
0.310773,-0.6392140000000001,0.09472166666666666,7.066682,6.420720666666668,5.497372000000001,7.514399333333333,0.066
0.3515793333333333,-0.6293556666666666,0.17880366666666667,7.364407333333333,6.3031336666666675,5.596481666666667,7.340248333333332,0.07200000000000001
0.3757006666666666,-0.6200383333333332,0.27000466666666667,7.737928,6.200686333333333,5.697075333333333,6.824752666666666,0.078
0.3734976666666667,-0.621638,0.367323,7.603994666666666,5.275997666666667,5.752344333333333,6.687465,0.084
0.34960166666666664,-0.6631006666666667,0.504224,7.188976333333334,5.670281333333333,6.122478,5.0911,0.09
0.36928466666666665,-0.6992406666666667,0.7027176666666667,5.268746666666667,5.730795,5.812391666666667,5.1077596666666665,0.096
0.40288233333333334,-0.7592106666666667,0.886492,5.032399333333333,5.996807,5.814226666666666,5.207988333333334,0.10200000000000001
0.45513033333333336,-0.8454153333333333,1.0788483333333334,4.915882333333333,5.817864666666666,5.797271666666667,5.304296333333333,0.108
0.5165273333333333,-0.9487583333333333,1.2507193333333335,4.436459,6.718054333333335,5.759700333333334,4.496924666666668,0.114
0.6130030000000001,-1.054571,1.3472856666666668,4.7936396666666665,6.563721333333334,5.708949999999999,5.145094333333334,0.12
0.7431863333333334,-1.1519916666666665,1.3601173333333332,4.924394,6.349993,5.835588333333334,5.0967476666666665,0.126
0.8525049999999998,-1.2752766666666668,1.2409776666666668,5.071596333333333,5.343999666666668,5.782960666666667,5.399022666666667,0.132
0.9400196666666667,-1.3383986666666665,1.0477293333333335,5.212090666666666,5.218536333333334,5.778004333333333,5.370007333333334,0.138
1.027925,-1.3732393333333335,0.8412626666666667,5.375348,5.624589333333334,5.743485,5.460174666666667,0.14400000000000002
1.1190339999999999,-1.3828216666666664,0.6474386666666666,5.614427666666667,6.253560666666668,5.717378,5.672233333333334,0.15
1.1894253333333331,-1.384279,0.526359,5.441154666666667,6.570754333333333,5.703398,5.420836,0.156
1.2382166666666665,-1.3793963333333334,0.47944133333333333,5.246225333333334,6.225677,5.7331069999999995,5.696929999999999,0.162
1.265679,-1.392321,0.4683646666666667,4.3685,6.264163333333333,5.909279000000001,4.819826333333333,0.168
1.3481756666666664,-1.3697806666666665,0.46950000000000003,3.9289156666666667,5.741965333333333,5.909474333333333,4.703744666666666,0.17400000000000002
1.3710773333333333,-1.3909216666666666,0.47681733333333337,3.0799426666666663,5.712291333333333,5.888547666666667,4.783175666666667,0.18
1.4608159999999997,-1.364486,0.47047,2.6752223333333327,8.004195333333334,7.939822666666667,4.549162,0.186
1.5003683333333333,-1.3590576666666667,0.4474143333333333,2.7128506666666667,7.330027000000001,9.421729666666666,4.634724666666666,0.192
1.5030103333333333,-1.333308,0.38331699999999996,2.897858333333333,7.442767000000001,9.565303333333334,4.842058333333333,0.198
1.427141,-1.3186696666666666,0.2758373333333333,3.4928543333333333,7.604782333333333,10.203771666666666,3.801695666666667,0.20400000000000001
1.3200203333333336,-1.2953270000000001,0.16455899999999998,3.975785333333333,7.921487666666667,10.355037000000001,3.805704666666667,0.21
1.1625673333333333,-1.2826579999999999,0.052852333333333314,4.529752,8.640907666666665,10.607207666666667,3.736193333333334,0.216
0.9832740000000001,-1.276707,-0.02751466666666665,2.7764073333333332,8.58159,8.809807999999999,2.753891,0.222
0.770158,-1.2949763333333333,-0.04433233333333333,2.4649326666666664,8.890208999999999,8.519516000000001,2.9900256666666674,0.228
0.565741,-1.311944,-0.05638933333333332,2.543084,9.320893333333332,8.436184666666668,3.2311443333333334,0.234
0.362527,-1.3275643333333333,-0.06697800000000001,2.6782113333333335,9.792913333333333,8.444802000000001,3.252048,0.24
0.11297866666666671,-1.3337446666666668,-0.1394536666666667,2.836123666666667,8.335615333333333,8.410671666666667,3.2336786666666666,0.246
-0.02999033333333334,-1.3734206666666668,-0.137756,2.429486666666667,8.270456333333334,8.249709000000001,3.5490176666666664,0.252
-0.2099316666666667,-1.398258,-0.1916716666666667,5.207747333333334,8.198084333333334,8.153253666666666,3.867725666666667,0.258
-0.34097666666666665,-1.4203673333333333,-0.20702133333333328,6.022704,8.274219333333333,7.994068333333334,3.961451333333333,0.264
