spine,angle,mean,std,min,max
s,yaw,0.17735294399999998,0.6319671015775092,-1.6855079999999998,1.5848923333333331
s,pitch,-2.9844799866666665,1.2808258622038928,-5.457631666666667,-0.6200383333333332
s,roll,-0.11550168400000013,1.2638921045367868,-2.344753666666666,2.0799279999999998
ns,yaw,3.270911962666667,2.8204175164095804,-2.129392,9.439716
ns,pitch,4.082036716666667,2.9984986651682473,-0.9324896666666668,9.524570666666667
ns,roll,-1.3619319019999998,2.4904628465265426,-8.813626666666666,3.121683666666667
