gait_frequencies,walk_Spine,trot_Spine,walk_NoSpine,trot_NoSpine
1,0.007999989813796194,0.01836876695668444,0.03473266407217407,0.038453535056795926
2,0.019430356259277585,0.02184266881744355,0.04532404201292707,0.04550260718424102
3,0.024897761856454478,0.0273955281149714,0.04813526599656779,0.04516764435242696
