gait_frequencies,gait_frequencies_gallop,walk_s,walk_ns,trot_s,trot_ns,gallop_s,gallop_ns
1,2.5,0.07304294839289747,0.2715227067526255,0.13717150539355333,0.32851338661147206,0.3550582045652264,1.6891505715411905
2,3,0.19743495237327377,0.40218436920766765,0.2267784142775874,0.3813629082495328,0.45785143833969927,2.003447872837775
3,4,0.21909990285801936,0.3866096801840408,0.2881118058356864,0.38059237549679165,1.1006485167587003,2.1058353808353814
